"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Design Pattern","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Inheritance Metric Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L8711","MethodDescriptor","org.junit.jupiter.api.MethodDescriptor","L2760","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\MethodDescriptor.java","29","1","91","2","0","0","0","0","0","0","0","0","0","0","0","5","0","7","2","0","5","1","0.857143","54","54","6","0","0.857143","54","0","0","1","1","0","9","63","0","2","0","2","5","0","5","0","5","0","0","5","0","9","63","0","2","0","2","5","0","5","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8732","MethodOrderer","org.junit.jupiter.api.MethodOrderer","L2760","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\MethodOrderer.java","54","1","314","2","0.213115","1","2","1","0.0727969","0.223529","19","19","0","0","0","2","2","19","2","0","2","1","0.911392","72","72","3","0","0.675573","177","0","0","6","7","0","7","124","0","1","0","1","2","0","2","0","2","1","0","2","0","85","261","5","8","5","3","16","1","11","0","26","8","1","18","0","0","0","63","1","7","0","0","33","2","1","0","0","0","0","23","5","1","0","0","0","0","0","6"
"L8737","MethodOrdererContext","org.junit.jupiter.api.MethodOrdererContext","L2760","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\MethodOrdererContext.java","28","1","63","2","0","0","0","0","0","0","0","0","0","0","0","3","1","8","7","0","3","1","0.85","34","34","4","0","0.85","34","0","0","1","1","0","6","36","0","3","0","3","3","0","3","0","3","0","0","3","0","6","36","0","3","0","3","3","0","3","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1034","Named<T extends Object>","org.junit.jupiter.api.Named","L2760","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\Named.java","25","1","94","2","0","0","0","0","0","0","0","0","0","0","0","4","1","6","10","1","5","1","0.77193","44","44","5","0","0.637681","44","0","0","1","1","0","13","56","0","2","0","2","4","0","4","0","4","3","0","4","0","25","70","0","4","0","4","7","0","7","0","9","6","0","9","0","0","0","9","0","1","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0"
"L1698","RepetitionInfo","org.junit.jupiter.api.RepetitionInfo","L2760","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\RepetitionInfo.java","36","1","53","2","0","0","0","0","0","0","0","0","0","0","0","2","0","5","4","0","2","1","0.852941","29","29","3","0","0.852941","29","0","0","1","1","0","5","18","0","2","0","2","2","0","2","0","2","0","0","2","0","5","18","0","2","0","2","2","0","2","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1514","TestInfo","org.junit.jupiter.api.TestInfo","L2760","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\TestInfo.java","42","1","110","2","0","0","0","0","0","0","0","0","0","0","0","4","0","75","76","0","4","1","0.917647","78","78","5","0","0.917647","78","0","0","1","1","0","7","69","0","4","0","4","4","0","4","0","4","0","0","4","0","7","69","0","4","0","4","4","0","4","0","4","0","0","4","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1520","TestReporter","org.junit.jupiter.api.TestReporter","L2760","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\TestReporter.java","36","1","80","2","0","0","0","0","0","0","0","0","0","0","0","3","0","14","22","0","3","1","0.789474","45","45","4","0","0.789474","45","0","0","0","0","0","12","45","0","0","0","0","3","0","3","0","3","2","0","3","0","12","45","0","0","0","0","3","0","3","0","3","2","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11268","ConfigurationParameters","org.junit.platform.engine.ConfigurationParameters","L35467","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-engine\src\main\java\org\junit\platform\engine\ConfigurationParameters.java","38","1","138","2","0","0","0","0","0","0","0","0","0","0","0","4","1","55","84","1","5","1","0.810811","90","90","5","0","0.810811","90","0","0","5","5","0","21","101","1","1","1","1","4","1","4","0","4","2","1","4","0","21","101","1","1","1","1","4","1","4","0","4","2","1","4","0","0","0","4","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4"
"L35631","DiscoveryFilter<T extends Object>","org.junit.platform.engine.DiscoveryFilter","L35467","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-engine\src\main\java\org\junit\platform\engine\DiscoveryFilter.java","28","1","30","2","0","0","0","0","0","0","0","0","0","0","0","0","1","11","0","0","0","1","0.785714","11","11","1","0","0.785714","11","1","1","3","8","1","3","3","0","0","0","0","0","0","0","0","5","0","0","5","0","3","3","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14282","DiscoverySelector","org.junit.platform.engine.DiscoverySelector","L35467","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-engine\src\main\java\org\junit\platform\engine\DiscoverySelector.java","26","1","28","2","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","0","0","1","0.75","9","9","1","0","0.75","9","0","0","12","12","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"L36607","EngineDiscoveryListener","org.junit.platform.engine.EngineDiscoveryListener","L35467","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-engine\src\main\java\org\junit\platform\engine\EngineDiscoveryListener.java","32","1","56","2","0","0","0","0","0","0","0","0","0","0","0","1","3","4","4","0","1","1","0.810811","30","30","2","0","0.810811","30","0","0","2","11","0","7","25","1","0","1","0","1","1","1","0","1","0","1","1","0","7","25","1","0","1","0","1","1","1","0","2","0","1","2","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","6"
"L725","EngineDiscoveryRequest","org.junit.platform.engine.EngineDiscoveryRequest","L35467","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-engine\src\main\java\org\junit\platform\engine\EngineDiscoveryRequest.java","40","1","88","2","0","0","0","0","0","0","0","0","0","0","0","4","4","38","84","0","4","1","0.84375","54","54","5","0","0.84375","54","0","0","1","2","0","10","49","0","4","0","4","4","0","4","0","4","1","0","4","0","10","49","0","4","0","4","4","0","4","0","4","1","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11648","EngineExecutionListener","org.junit.platform.engine.EngineExecutionListener","L35467","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-engine\src\main\java\org\junit\platform\engine\EngineExecutionListener.java","31","1","140","2","0","0","0","0","0","0","0","0","0","0","0","5","3","41","27","0","5","1","0.869565","100","100","6","0","0.869565","100","0","0","5","6","0","15","110","1","0","1","0","5","1","5","0","5","0","1","5","0","15","110","1","0","1","0","5","1","5","0","10","0","1","10","0","0","0","9","0","5","2","0","0","0","0","0","0","0","0","3","5","0","0","0","0","0","0","6"
"L34960","Filter<T extends Object>","org.junit.platform.engine.Filter","L35467","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-engine\src\main\java\org\junit\platform\engine\Filter.java","38","1","115","2","0","0","0","0","0","0","0","0","0","1","1","9","4","19","32","5","10","1","0.590361","49","49","6","0","0.590361","49","0","0","6","17","0","34","78","0","0","0","0","5","0","5","0","5","15","0","5","0","34","78","0","0","0","0","5","0","5","0","5","15","0","5","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L721","TestDescriptor","org.junit.platform.engine.TestDescriptor","L35467","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-engine\src\main\java\org\junit\platform\engine\TestDescriptor.java","30","1","309","2","0","0","0","0","0","0","0","0","0","1","1","26","6","133","234","4","25","1","0.747619","157","156","22","0","0.733333","187","0","0","1","52","0","53","235","0","9","0","9","21","0","21","1","21","17","0","21","1","68","280","3","9","3","9","24","3","24","1","24","19","3","24","1","0","0","11","0","0","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","10"
"L715","TestEngine","org.junit.platform.engine.TestEngine","L35467","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-engine\src\main\java\org\junit\platform\engine\TestEngine.java","47","1","195","2","0","0","0","0","0","0","0","0","0","1","1","9","6","35","26","4","10","1","0.833333","140","140","7","0","0.833333","140","0","0","8","25","0","28","149","0","4","0","4","6","0","6","0","6","13","0","6","0","28","149","0","4","0","4","6","0","6","0","6","13","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L12281","TestSource","org.junit.platform.engine.TestSource","L35467","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-engine\src\main\java\org\junit\platform\engine\TestSource.java","32","1","34","2","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","1","0.8125","13","13","1","0","0.8125","13","0","0","7","11","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2325","Launcher","org.junit.platform.launcher.Launcher","L40727","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-launcher\src\main\java\org\junit\platform\launcher\Launcher.java","52","1","131","2","0","0","0","0","0","0","0","0","0","0","0","5","4","29","74","0","5","1","0.907407","98","98","6","0","0.907407","98","0","0","3","5","0","10","80","0","0","0","0","5","0","5","0","5","0","0","5","0","10","80","0","0","0","0","5","0","5","0","5","0","0","5","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2405","LauncherDiscoveryListener","org.junit.platform.launcher.LauncherDiscoveryListener","L40727","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-launcher\src\main\java\org\junit\platform\launcher\LauncherDiscoveryListener.java","41","1","91","2","0","0","0","0","0","0","0","0","0","0","0","4","4","31","6","0","4","1","0.776119","52","52","5","0","0.776119","52","1","1","9","9","1","15","51","2","0","1","0","4","1","4","0","5","0","2","5","0","15","51","2","0","1","0","4","1","4","0","10","0","2","10","0","0","0","9","0","4","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","6"
"L2297","LauncherDiscoveryRequest","org.junit.platform.launcher.LauncherDiscoveryRequest","L40727","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-launcher\src\main\java\org\junit\platform\launcher\LauncherDiscoveryRequest.java","58","1","100","2","0","0","0","0","0","0","0","0","0","0","0","3","4","55","19","0","3","1","0.863014","63","63","4","0","0.863014","63","1","1","1","1","1","10","43","0","6","0","3","3","0","3","0","6","1","0","6","0","10","43","0","6","0","3","3","0","3","0","6","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1744","LauncherSession","org.junit.platform.launcher.LauncherSession","L40727","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-launcher\src\main\java\org\junit\platform\launcher\LauncherSession.java","28","1","50","2","0","0","0","0","0","0","0","0","0","0","0","2","1","8","9","0","2","1","0.8","24","24","3","0","0.8","24","0","0","1","1","0","6","23","0","1","0","1","2","0","2","0","2","0","0","2","0","6","23","0","1","0","1","2","0","2","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1734","LauncherSessionListener","org.junit.platform.launcher.LauncherSessionListener","L40727","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-launcher\src\main\java\org\junit\platform\launcher\LauncherSessionListener.java","42","1","67","2","0","0","0","0","0","0","0","0","0","0","0","2","1","17","4","0","2","1","0.8","36","36","3","0","0.8","36","0","0","7","7","0","9","26","1","0","1","0","2","1","2","0","2","0","1","2","0","9","26","1","0","1","0","2","1","2","0","4","0","1","4","0","0","0","9","0","2","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","6"
"L2408","PostDiscoveryFilter","org.junit.platform.launcher.PostDiscoveryFilter","L40727","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-launcher\src\main\java\org\junit\platform\launcher\PostDiscoveryFilter.java","34","1","36","2","0","0","0","0","0","0","0","0","0","0","0","0","2","22","0","0","0","1","0.823529","14","14","1","0","0.823529","14","1","1","3","3","1","3","3","0","0","0","0","0","0","0","0","5","0","0","5","0","3","3","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1751","TestExecutionListener","org.junit.platform.launcher.TestExecutionListener","L40727","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-platform-launcher\src\main\java\org\junit\platform\launcher\TestExecutionListener.java","54","1","165","2","0","0","0","0","0","0","0","0","0","0","0","7","4","49","24","0","7","1","0.876812","121","121","8","0","0.876812","121","0","0","27","31","0","17","112","0","0","0","0","7","0","7","0","7","0","0","7","0","17","112","0","0","0","0","7","0","7","0","7","0","0","7","0","0","0","1","0","7","0","0","0","0","0","0","0","0","0","0","7","0","1","0","0","0","0","0"
"L7769","AfterAllCallback","org.junit.jupiter.api.extension.AfterAllCallback","L7722","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\AfterAllCallback.java","58","1","70","2","0","0","0","0","0","0","0","0","0","0","0","1","2","9","1","0","1","1","0.903846","47","47","2","0","0.903846","47","1","1","7","7","1","5","13","0","0","0","0","1","0","1","0","1","0","0","1","0","5","13","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L303","AfterEachCallback","org.junit.jupiter.api.extension.AfterEachCallback","L7722","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\AfterEachCallback.java","61","1","73","2","0","0","0","0","0","0","0","0","0","0","0","1","2","19","1","0","1","1","0.909091","50","50","2","0","0.909091","50","1","1","17","17","1","5","13","0","0","0","0","1","0","1","0","1","0","0","1","0","5","13","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"L2252","AfterTestExecutionCallback","org.junit.jupiter.api.extension.AfterTestExecutionCallback","L7722","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\AfterTestExecutionCallback.java","62","1","75","2","0","0","0","0","0","0","0","0","0","0","0","1","2","11","1","0","1","1","0.912281","52","52","2","0","0.912281","52","1","1","10","10","1","5","14","0","0","0","0","1","0","1","0","1","0","0","1","0","5","14","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L256","BeforeAllCallback","org.junit.jupiter.api.extension.BeforeAllCallback","L7722","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\BeforeAllCallback.java","58","1","70","2","0","0","0","0","0","0","0","0","0","0","0","1","2","18","1","0","1","1","0.903846","47","47","2","0","0.903846","47","1","1","15","20","1","5","13","0","0","0","0","1","0","1","0","1","0","0","1","0","5","13","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"L562","BeforeEachCallback","org.junit.jupiter.api.extension.BeforeEachCallback","L7722","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\BeforeEachCallback.java","61","1","73","2","0","0","0","0","0","0","0","0","0","0","0","1","2","28","1","0","1","1","0.909091","50","50","2","0","0.909091","50","1","1","20","25","1","5","13","0","0","0","0","1","0","1","0","1","0","0","1","0","5","13","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"L2249","BeforeTestExecutionCallback","org.junit.jupiter.api.extension.BeforeTestExecutionCallback","L7722","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\BeforeTestExecutionCallback.java","62","1","75","2","0","0","0","0","0","0","0","0","0","0","0","1","2","9","1","0","1","1","0.912281","52","52","2","0","0.912281","52","1","1","8","8","1","5","14","0","0","0","0","1","0","1","0","1","0","0","1","0","5","14","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L7816","DynamicTestInvocationContext","org.junit.jupiter.api.extension.DynamicTestInvocationContext","L7722","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\DynamicTestInvocationContext.java","26","1","36","2","0","0","0","0","0","0","0","0","0","0","0","1","1","4","1","0","1","1","0.764706","13","13","2","0","0.764706","13","0","0","1","1","0","4","11","0","1","0","1","1","0","1","0","1","0","0","1","0","4","11","0","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6083","ExecutionCondition","org.junit.jupiter.api.extension.ExecutionCondition","L7722","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.1\junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ExecutionCondition.java","50","1","67","2","0","0","0","0","0","0","0","0","0","0","0","1","3","33","2","0","1","1","0.897959","44","44","2","0","0.897959","44","1","1","12","30","1","5","18","0","0","0","0","1","0","1","0","1","0","0","1","0","5","18","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
